Frequency [Hz] - Plot 0,nm^2/Hz - Plot 0,temp [K],averages
581.5,8.71E-06,,
582,1.23E-05,,
582.5,1.26E-05,,
583,1.35E-05,,
583.5,1.25E-05,,
584,1.32E-05,,
584.5,2.22E-05,,
585,2.38E-05,,
585.5,1.11E-05,,
586,1.20E-05,,
586.5,1.29E-05,,
587,1.48E-05,,
587.5,1.04E-05,,
588,1.28E-05,,
588.5,1.71E-05,,
589,1.73E-05,,
589.5,1.00E-05,,
590,7.98E-06,,
590.5,1.18E-05,,
591,1.88E-05,,
591.5,2.04E-05,,
592,2.36E-05,,
592.5,1.78E-05,,
593,1.71E-05,,
593.5,1.59E-05,,
594,1.67E-05,,
594.5,1.63E-05,,
595,1.18E-05,,
595.5,1.20E-05,,
596,1.05E-05,,
596.5,1.19E-05,,
597,1.81E-05,,
597.5,2.49E-05,,
598,2.34E-05,,
598.5,2.14E-05,,
599,1.75E-05,,
599.5,1.47E-05,,
600,1.72E-05,,
600.5,1.65E-05,,
601,1.98E-05,,
601.5,1.91E-05,,
602,2.20E-05,,
602.5,1.60E-05,,
603,1.71E-05,,
603.5,1.82E-05,,
604,2.21E-05,,
604.5,2.28E-05,,
605,1.26E-05,,
605.5,1.06E-05,,
606,1.81E-05,,
606.5,1.84E-05,,
607,2.34E-05,,
607.5,1.93E-05,,
608,1.93E-05,,
608.5,1.68E-05,,
609,1.20E-05,,
609.5,1.40E-05,,
610,2.33E-05,,
610.5,1.85E-05,,
611,1.76E-05,,
611.5,1.63E-05,,
612,2.24E-05,,
612.5,2.22E-05,,
613,2.26E-05,,
613.5,2.08E-05,,
614,1.84E-05,,
614.5,1.73E-05,,
615,1.60E-05,,
615.5,1.74E-05,,
616,1.78E-05,,
616.5,1.19E-05,,
617,1.47E-05,,
617.5,1.87E-05,,
618,1.83E-05,,
618.5,2.39E-05,,
619,2.20E-05,,
619.5,2.14E-05,,
620,1.48E-05,,
620.5,1.66E-05,,
621,1.41E-05,,
621.5,1.43E-05,,
622,1.92E-05,,
622.5,1.76E-05,,
623,1.29E-05,,
623.5,1.22E-05,,
624,1.28E-05,,
624.5,2.08E-05,,
625,1.72E-05,,
625.5,1.29E-05,,
626,1.65E-05,,
626.5,1.53E-05,,
627,1.31E-05,,
627.5,1.53E-05,,
628,1.87E-05,,
628.5,1.48E-05,,
629,9.69E-06,,
629.5,2.02E-05,,
630,2.44E-05,,
630.5,1.92E-05,,
631,1.66E-05,,
631.5,1.39E-05,,
632,1.27E-05,,
632.5,1.31E-05,,
633,1.38E-05,,
633.5,1.74E-05,,
634,1.28E-05,,
634.5,1.41E-05,,
635,1.49E-05,,
635.5,1.50E-05,,
636,1.41E-05,,
636.5,1.65E-05,,
637,1.76E-05,,
637.5,1.55E-05,,
638,1.74E-05,,
638.5,1.60E-05,,
639,1.58E-05,,
639.5,9.86E-06,,
640,9.02E-06,,
640.5,2.14E-05,,
641,1.87E-05,,
641.5,1.67E-05,,
642,1.71E-05,,
642.5,2.34E-05,,
643,1.72E-05,,
643.5,2.27E-05,,
644,2.92E-05,,
644.5,2.58E-05,,
645,2.00E-05,,
645.5,1.64E-05,,
646,1.55E-05,,
646.5,1.31E-05,,
647,1.44E-05,,
647.5,2.09E-05,,
648,2.84E-05,,
648.5,1.86E-05,,
649,1.72E-05,,
649.5,2.74E-05,,
650,2.20E-05,,
650.5,1.59E-05,,
651,1.04E-05,,
651.5,1.22E-05,,
652,1.91E-05,,
652.5,1.87E-05,,
653,1.51E-05,,
653.5,1.58E-05,,
654,1.40E-05,,
654.5,1.40E-05,,
655,1.28E-05,,
655.5,1.64E-05,,
656,1.49E-05,,
656.5,2.14E-05,,
657,1.98E-05,,
657.5,1.94E-05,,
658,1.69E-05,,
658.5,2.02E-05,,
659,1.92E-05,,
659.5,2.62E-05,,
660,2.42E-05,,
660.5,1.73E-05,,
661,1.32E-05,,
661.5,1.71E-05,,
662,1.88E-05,,
662.5,2.13E-05,,
663,1.86E-05,,
663.5,1.45E-05,,
664,1.83E-05,,
664.5,1.51E-05,,
665,1.12E-05,,
665.5,1.03E-05,,
666,1.15E-05,,
666.5,2.00E-05,,
667,1.46E-05,,
667.5,1.05E-05,,
668,1.10E-05,,
668.5,1.33E-05,,
669,1.65E-05,,
669.5,1.27E-05,,
670,1.28E-05,,
670.5,1.43E-05,,
671,1.19E-05,,
671.5,1.04E-05,,
672,1.78E-05,,
672.5,1.35E-05,,
673,1.25E-05,,
673.5,1.43E-05,,
674,1.59E-05,,
674.5,1.87E-05,,
675,1.49E-05,,
675.5,1.32E-05,,
676,2.12E-05,,
676.5,1.64E-05,,
677,1.54E-05,,
677.5,1.69E-05,,
678,2.49E-05,,
678.5,3.81E-05,,
679,2.74E-05,,
679.5,1.74E-05,,
680,1.68E-05,,
680.5,1.75E-05,,
681,1.45E-05,,
681.5,1.59E-05,,
682,1.63E-05,,
682.5,1.30E-05,,
683,1.85E-05,,
683.5,1.90E-05,,
684,1.98E-05,,
684.5,1.66E-05,,
685,1.63E-05,,
685.5,2.05E-05,,
686,1.42E-05,,
686.5,1.41E-05,,
687,1.31E-05,,
687.5,1.57E-05,,
688,1.94E-05,,
688.5,1.87E-05,,
689,1.00E-05,,
689.5,8.56E-06,,
690,1.13E-05,,
690.5,1.68E-05,,
691,1.80E-05,,
691.5,1.52E-05,,
692,1.04E-05,,
692.5,8.05E-06,,
693,7.30E-06,,
693.5,1.64E-05,,
694,2.09E-05,,
694.5,2.57E-05,,
695,1.67E-05,,
695.5,1.47E-05,,
696,1.34E-05,,
696.5,1.73E-05,,
697,1.83E-05,,
697.5,1.54E-05,,
698,1.31E-05,,
698.5,1.76E-05,,
699,2.47E-05,,
699.5,1.52E-05,,
700,1.54E-05,,
700.5,1.68E-05,,
701,1.36E-05,,
701.5,2.12E-05,,
702,2.45E-05,,
702.5,1.80E-05,,
703,2.33E-05,,
703.5,2.42E-05,,
704,1.67E-05,,
704.5,1.55E-05,,
705,1.36E-05,,
705.5,1.82E-05,,
706,1.85E-05,,
706.5,9.82E-06,,
707,1.28E-05,,
707.5,1.64E-05,,
708,1.96E-05,,
708.5,2.24E-05,,
709,1.29E-05,,
709.5,1.14E-05,,
710,2.34E-05,,
710.5,2.09E-05,,
711,1.99E-05,,
711.5,2.22E-05,,
712,1.94E-05,,
712.5,1.81E-05,,
713,1.56E-05,,
713.5,1.31E-05,,
714,1.07E-05,,
714.5,1.26E-05,,
715,1.14E-05,,
715.5,1.39E-05,,
716,1.41E-05,,
716.5,1.82E-05,,
717,1.72E-05,,
717.5,1.71E-05,,
718,1.76E-05,,
718.5,2.37E-05,,
719,2.91E-05,,
719.5,2.66E-05,,
720,2.02E-05,,
720.5,1.63E-05,,
721,1.42E-05,,
721.5,1.47E-05,,
722,1.21E-05,,
722.5,1.30E-05,,
723,2.01E-05,,
723.5,1.73E-05,,
724,1.77E-05,,
724.5,1.73E-05,,
725,9.79E-06,,
725.5,1.19E-05,,
726,1.43E-05,,
726.5,1.48E-05,,
727,1.91E-05,,
727.5,2.27E-05,,
728,2.46E-05,,
728.5,1.56E-05,,
729,1.91E-05,,
729.5,1.64E-05,,
730,1.30E-05,,
730.5,1.07E-05,,
731,1.60E-05,,
731.5,2.22E-05,,
732,2.41E-05,,
732.5,1.75E-05,,
733,1.53E-05,,
733.5,1.71E-05,,
734,1.29E-05,,
734.5,2.21E-05,,
735,1.91E-05,,
735.5,1.98E-05,,
736,2.03E-05,,
736.5,2.06E-05,,
737,2.27E-05,,
737.5,2.02E-05,,
738,1.29E-05,,
738.5,1.49E-05,,
739,2.02E-05,,
739.5,1.41E-05,,
740,1.76E-05,,
740.5,1.83E-05,,
741,1.61E-05,,
741.5,1.61E-05,,
742,1.84E-05,,
742.5,1.71E-05,,
743,1.23E-05,,
743.5,1.07E-05,,
744,2.08E-05,,
744.5,1.73E-05,,
745,1.64E-05,,
745.5,1.51E-05,,
746,1.76E-05,,
746.5,2.27E-05,,
747,1.40E-05,,
747.5,2.09E-05,,
748,2.06E-05,,
748.5,2.03E-05,,
749,1.55E-05,,
749.5,1.14E-05,,
750,1.36E-05,,
750.5,1.50E-05,,
751,1.45E-05,,
751.5,1.49E-05,,
752,1.65E-05,,
752.5,1.34E-05,,
753,1.69E-05,,
753.5,2.28E-05,,
754,2.10E-05,,
754.5,1.29E-05,,
755,2.02E-05,,
755.5,2.00E-05,,
756,1.78E-05,,
756.5,1.60E-05,,
757,1.58E-05,,
757.5,1.36E-05,,
758,1.44E-05,,
758.5,1.85E-05,,
759,2.18E-05,,
759.5,1.46E-05,,
760,1.35E-05,,
760.5,1.17E-05,,
761,1.27E-05,,
761.5,1.66E-05,,
762,1.67E-05,,
762.5,1.73E-05,,
763,1.69E-05,,
763.5,1.90E-05,,
764,2.56E-05,,
764.5,2.65E-05,,
765,1.65E-05,,
765.5,1.50E-05,,
766,2.17E-05,,
766.5,2.50E-05,,
767,1.72E-05,,
767.5,1.52E-05,,
768,1.32E-05,,
768.5,1.41E-05,,
769,1.92E-05,,
769.5,3.28E-05,,
770,2.02E-05,,
770.5,1.15E-05,,
771,1.59E-05,,
771.5,2.15E-05,,
772,2.07E-05,,
772.5,1.86E-05,,
773,1.87E-05,,
773.5,1.28E-05,,
774,1.29E-05,,
774.5,1.39E-05,,
775,1.71E-05,,
775.5,1.73E-05,,
776,1.50E-05,,
776.5,1.95E-05,,
777,2.07E-05,,
777.5,1.41E-05,,
778,1.87E-05,,
778.5,1.16E-05,,
779,1.30E-05,,
779.5,1.28E-05,,
780,1.89E-05,,
780.5,1.54E-05,,
781,2.21E-05,,
781.5,3.32E-05,,
782,2.90E-05,,
782.5,2.17E-05,,
783,1.31E-05,,
783.5,1.88E-05,,
784,1.69E-05,,
784.5,1.61E-05,,
785,2.39E-05,,
785.5,3.22E-05,,
786,2.47E-05,,
786.5,1.65E-05,,
787,1.21E-05,,
787.5,1.52E-05,,
788,1.87E-05,,
788.5,2.01E-05,,
789,1.56E-05,,
789.5,1.39E-05,,
790,1.76E-05,,
790.5,1.81E-05,,
791,1.68E-05,,
791.5,1.22E-05,,
792,1.57E-05,,
792.5,2.20E-05,,
793,2.11E-05,,
793.5,1.85E-05,,
794,1.75E-05,,
794.5,2.21E-05,,
795,1.49E-05,,
795.5,1.68E-05,,
796,1.82E-05,,
796.5,1.87E-05,,
797,2.62E-05,,
797.5,2.01E-05,,
798,1.81E-05,,
798.5,2.09E-05,,
799,1.69E-05,,
799.5,1.54E-05,,
800,1.54E-05,,
800.5,1.54E-05,,
801,2.31E-05,,
801.5,1.57E-05,,
802,1.37E-05,,
802.5,1.43E-05,,
803,1.65E-05,,
803.5,1.50E-05,,
804,2.02E-05,,
804.5,2.32E-05,,
805,2.50E-05,,
805.5,1.87E-05,,
806,1.58E-05,,
806.5,1.70E-05,,
807,1.79E-05,,
807.5,1.89E-05,,
808,1.51E-05,,
808.5,8.82E-06,,
809,1.19E-05,,
809.5,1.09E-05,,
810,1.44E-05,,
810.5,1.77E-05,,
811,1.60E-05,,
811.5,1.59E-05,,
812,9.75E-06,,
812.5,1.10E-05,,
813,1.59E-05,,
813.5,1.16E-05,,
814,1.05E-05,,
814.5,1.07E-05,,
815,1.75E-05,,
815.5,2.24E-05,,
816,1.66E-05,,
816.5,1.98E-05,,
817,2.18E-05,,
817.5,1.69E-05,,
818,2.00E-05,,
818.5,1.84E-05,,
819,1.87E-05,,
819.5,1.90E-05,,
820,1.57E-05,,
820.5,1.94E-05,,
821,2.24E-05,,
821.5,1.74E-05,,
822,2.70E-05,,
822.5,2.95E-05,,
823,2.25E-05,,
823.5,1.60E-05,,
824,1.52E-05,,
824.5,1.28E-05,,
825,1.80E-05,,
825.5,1.70E-05,,
826,2.16E-05,,
826.5,1.74E-05,,
827,1.09E-05,,
827.5,1.21E-05,,
828,1.55E-05,,
828.5,1.43E-05,,
829,2.42E-05,,
829.5,2.10E-05,,
830,2.16E-05,,
830.5,1.93E-05,,
831,1.65E-05,,
831.5,2.09E-05,,
832,2.54E-05,,
832.5,1.88E-05,,
833,1.27E-05,,
833.5,1.84E-05,,
834,2.42E-05,,
834.5,2.34E-05,,
835,1.46E-05,,
835.5,1.29E-05,,
836,2.64E-05,,
836.5,2.49E-05,,
837,2.15E-05,,
837.5,1.29E-05,,
838,1.22E-05,,
838.5,2.00E-05,,
839,1.27E-05,,
839.5,2.20E-05,,
840,2.29E-05,,
840.5,1.81E-05,,
841,1.35E-05,,
841.5,2.00E-05,,
842,2.29E-05,,
842.5,1.66E-05,,
843,1.95E-05,,
843.5,2.04E-05,,
844,1.85E-05,,
844.5,8.40E-06,,
845,8.55E-06,,
845.5,1.73E-05,,
846,2.16E-05,,
846.5,2.24E-05,,
847,1.39E-05,,
847.5,1.29E-05,,
848,1.69E-05,,
848.5,1.83E-05,,
849,1.34E-05,,
849.5,1.60E-05,,
850,2.01E-05,,
850.5,1.37E-05,,
851,1.10E-05,,
851.5,1.85E-05,,
852,1.94E-05,,
852.5,1.72E-05,,
853,1.71E-05,,
853.5,1.65E-05,,
854,1.57E-05,,
854.5,1.27E-05,,
855,1.41E-05,,
855.5,1.77E-05,,
856,1.13E-05,,
856.5,1.45E-05,,
857,1.38E-05,,
857.5,1.38E-05,,
858,1.80E-05,,
858.5,1.84E-05,,
859,2.41E-05,,
859.5,2.91E-05,,
860,1.41E-05,,
860.5,1.15E-05,,
861,1.75E-05,,
861.5,1.82E-05,,
862,2.11E-05,,
862.5,2.96E-05,,
863,1.74E-05,,
863.5,1.60E-05,,
864,1.94E-05,,
864.5,2.97E-05,,
865,2.43E-05,,
865.5,1.43E-05,,
866,1.78E-05,,
866.5,2.40E-05,,
867,1.76E-05,,
867.5,1.04E-05,,
868,9.59E-06,,
868.5,1.24E-05,,
869,1.58E-05,,
869.5,1.38E-05,,
870,2.39E-05,,
870.5,2.75E-05,,
871,1.91E-05,,
871.5,1.49E-05,,
872,1.82E-05,,
872.5,1.31E-05,,
873,2.17E-05,,
873.5,2.12E-05,,
874,2.08E-05,,
874.5,1.99E-05,,
875,1.66E-05,,
875.5,1.12E-05,,
876,1.93E-05,,
876.5,2.38E-05,,
877,1.19E-05,,
877.5,1.69E-05,,
878,1.80E-05,,
878.5,1.82E-05,,
879,1.12E-05,,
879.5,1.79E-05,,
880,2.21E-05,,
880.5,1.39E-05,,
881,1.24E-05,,
881.5,1.91E-05,,
882,2.31E-05,,
882.5,1.96E-05,,
883,2.23E-05,,
883.5,1.60E-05,,
884,1.42E-05,,
884.5,1.11E-05,,
885,8.60E-06,,
885.5,1.27E-05,,
886,1.05E-05,,
886.5,1.37E-05,,
887,1.96E-05,,
887.5,1.42E-05,,
888,1.98E-05,,
888.5,1.30E-05,,
889,1.10E-05,,
889.5,9.96E-06,,
890,1.26E-05,,
890.5,1.76E-05,,
891,1.65E-05,,
891.5,1.47E-05,,
892,1.30E-05,,
892.5,1.81E-05,,
893,1.65E-05,,
893.5,1.65E-05,,
894,1.42E-05,,
894.5,1.06E-05,,
895,1.28E-05,,
895.5,1.46E-05,,
896,1.26E-05,,
896.5,1.63E-05,,
897,9.75E-06,,
897.5,1.64E-05,,
898,1.76E-05,,
898.5,1.37E-05,,
899,1.90E-05,,
899.5,1.47E-05,,
900,1.35E-05,,
900.5,1.53E-05,,
901,1.54E-05,,
901.5,1.49E-05,,
902,1.74E-05,,
902.5,1.66E-05,,
903,2.01E-05,,
903.5,2.69E-05,,
904,1.69E-05,,
904.5,1.98E-05,,
905,1.63E-05,,
905.5,1.57E-05,,
906,1.82E-05,,
906.5,2.46E-05,,
907,2.04E-05,,
907.5,1.96E-05,,
908,1.67E-05,,
908.5,1.36E-05,,
909,1.41E-05,,
909.5,1.59E-05,,
910,1.94E-05,,
910.5,2.20E-05,,
911,1.83E-05,,
911.5,1.98E-05,,
912,1.78E-05,,
912.5,1.79E-05,,
913,1.61E-05,,
913.5,1.74E-05,,
914,1.55E-05,,
914.5,1.81E-05,,
915,9.51E-06,,
915.5,1.70E-05,,
916,2.56E-05,,
916.5,1.72E-05,,
917,1.28E-05,,
917.5,1.79E-05,,
918,2.10E-05,,
918.5,2.13E-05,,
919,1.65E-05,,
919.5,1.91E-05,,
920,1.13E-05,,
920.5,1.11E-05,,
921,1.31E-05,,
921.5,1.30E-05,,
922,1.83E-05,,
922.5,1.98E-05,,
923,1.36E-05,,
923.5,1.51E-05,,
924,2.05E-05,,
924.5,2.08E-05,,
925,1.78E-05,,
925.5,1.90E-05,,
926,1.16E-05,,
926.5,1.85E-05,,
927,2.48E-05,,
927.5,2.17E-05,,
928,1.86E-05,,
928.5,2.11E-05,,
929,2.12E-05,,
929.5,2.45E-05,,
930,1.57E-05,,
930.5,2.60E-05,,
931,2.28E-05,,
931.5,1.19E-05,,
932,2.22E-05,,
932.5,1.60E-05,,
933,2.15E-05,,
933.5,3.34E-05,,
934,3.05E-05,,
934.5,1.53E-05,,
935,1.81E-05,,
935.5,1.95E-05,,
936,2.03E-05,,
936.5,1.81E-05,,
937,2.26E-05,,
937.5,2.10E-05,,
938,1.75E-05,,
938.5,1.11E-05,,
939,1.25E-05,,
939.5,1.77E-05,,
940,1.11E-05,,
940.5,2.01E-05,,
941,2.46E-05,,
941.5,2.17E-05,,
942,2.00E-05,,
942.5,2.07E-05,,
943,1.74E-05,,
943.5,1.14E-05,,
944,1.34E-05,,
944.5,1.63E-05,,
945,1.87E-05,,
945.5,2.54E-05,,
946,2.01E-05,,
946.5,1.41E-05,,
947,2.07E-05,,
947.5,2.52E-05,,
948,1.86E-05,,
948.5,2.25E-05,,
949,1.73E-05,,
949.5,1.94E-05,,
950,1.49E-05,,
950.5,1.60E-05,,
951,1.80E-05,,
951.5,2.02E-05,,
952,1.67E-05,,
952.5,1.21E-05,,
953,1.14E-05,,
953.5,1.32E-05,,
954,1.92E-05,,
954.5,1.88E-05,,
955,2.29E-05,,
955.5,2.36E-05,,
956,1.61E-05,,
956.5,1.67E-05,,
957,2.18E-05,,
957.5,1.53E-05,,
958,7.93E-06,,
958.5,1.34E-05,,
959,1.31E-05,,
959.5,1.63E-05,,
960,1.24E-05,,
960.5,1.48E-05,,
961,1.84E-05,,
961.5,2.03E-05,,
962,2.19E-05,,
962.5,2.98E-05,,
963,2.69E-05,,
963.5,1.47E-05,,
964,2.09E-05,,
964.5,2.47E-05,,
965,1.72E-05,,
965.5,1.78E-05,,
966,1.86E-05,,
966.5,2.13E-05,,
967,2.05E-05,,
967.5,2.19E-05,,
968,2.08E-05,,
968.5,2.14E-05,,
969,1.79E-05,,
969.5,1.60E-05,,
970,2.07E-05,,
970.5,3.41E-05,,
971,3.30E-05,,
971.5,1.72E-05,,
972,1.28E-05,,
972.5,1.70E-05,,
973,1.81E-05,,
973.5,2.02E-05,,
974,2.78E-05,,
974.5,2.78E-05,,
975,1.55E-05,,
975.5,1.54E-05,,
976,1.84E-05,,
976.5,2.29E-05,,
977,2.64E-05,,
977.5,2.22E-05,,
978,1.99E-05,,
978.5,3.41E-05,,
979,2.89E-05,,
979.5,1.75E-05,,
980,1.80E-05,,
980.5,2.19E-05,,
981,2.12E-05,,
981.5,2.24E-05,,
982,1.89E-05,,
982.5,1.95E-05,,
983,2.11E-05,,
983.5,1.33E-05,,
984,2.08E-05,,
984.5,1.94E-05,,
985,1.39E-05,,
985.5,1.90E-05,,
986,2.09E-05,,
986.5,2.17E-05,,
987,2.52E-05,,
987.5,2.36E-05,,
988,1.85E-05,,
988.5,1.28E-05,,
989,1.80E-05,,
989.5,2.49E-05,,
990,2.18E-05,,
990.5,2.31E-05,,
991,2.43E-05,,
991.5,1.60E-05,,
992,1.71E-05,,
992.5,2.69E-05,,
993,2.41E-05,,
993.5,1.78E-05,,
994,2.12E-05,,
994.5,2.19E-05,,
995,1.94E-05,,
995.5,1.47E-05,,
996,2.20E-05,,
996.5,1.94E-05,,
997,1.80E-05,,
997.5,1.67E-05,,
998,1.08E-05,,
998.5,1.61E-05,,
999,2.06E-05,,
999.5,1.93E-05,,
1000,2.52E-05,,
1000.5,2.92E-05,,
1001,1.77E-05,,
1001.5,1.60E-05,,
1002,1.95E-05,,
1002.5,2.03E-05,,
1003,2.09E-05,,
1003.5,2.24E-05,,
1004,1.88E-05,,
1004.5,2.10E-05,,
1005,1.78E-05,,
1005.5,1.84E-05,,
1006,2.16E-05,,
1006.5,2.18E-05,,
1007,1.76E-05,,
1007.5,2.02E-05,,
1008,1.80E-05,,
1008.5,1.96E-05,,
1009,2.26E-05,,
1009.5,2.22E-05,,
1010,9.42E-06,,
1010.5,1.47E-05,,
1011,1.92E-05,,
1011.5,2.13E-05,,
1012,2.30E-05,,
1012.5,2.22E-05,,
1013,1.19E-05,,
1013.5,2.03E-05,,
1014,3.20E-05,,
1014.5,2.47E-05,,
1015,2.22E-05,,
1015.5,1.90E-05,,
1016,1.65E-05,,
1016.5,2.30E-05,,
1017,2.73E-05,,
1017.5,1.82E-05,,
1018,1.67E-05,,
1018.5,1.70E-05,,
1019,2.19E-05,,
1019.5,4.86E-05,,
1020,4.02E-05,,
1020.5,1.23E-05,,
1021,1.03E-05,,
1021.5,1.47E-05,,
1022,1.61E-05,,
1022.5,1.67E-05,,
1023,1.35E-05,,
1023.5,1.31E-05,,
1024,1.47E-05,,
1024.5,1.48E-05,,
1025,1.96E-05,,
1025.5,1.89E-05,,
1026,1.59E-05,,
1026.5,1.87E-05,,
1027,2.85E-05,,
1027.5,1.84E-05,,
1028,1.34E-05,,
1028.5,1.64E-05,,
1029,1.34E-05,,
1029.5,2.51E-05,,
1030,2.39E-05,,
1030.5,1.75E-05,,
1031,1.57E-05,,
1031.5,8.62E-06,,
1032,1.30E-05,,
1032.5,2.58E-05,,
1033,2.17E-05,,
1033.5,1.36E-05,,
1034,1.47E-05,,
1034.5,1.67E-05,,
1035,1.49E-05,,
1035.5,2.01E-05,,
1036,2.31E-05,,
1036.5,2.08E-05,,
1037,1.92E-05,,
1037.5,1.26E-05,,
1038,1.48E-05,,
1038.5,1.59E-05,,
1039,2.54E-05,,
1039.5,2.29E-05,,
1040,2.26E-05,,
1040.5,2.30E-05,,
1041,1.92E-05,,
1041.5,2.41E-05,,
1042,2.66E-05,,
1042.5,1.64E-05,,
1043,1.63E-05,,
1043.5,1.36E-05,,
1044,1.44E-05,,
1044.5,1.46E-05,,
1045,1.99E-05,,
1045.5,2.37E-05,,
1046,1.84E-05,,
1046.5,2.09E-05,,
1047,2.07E-05,,
1047.5,1.86E-05,,
1048,2.37E-05,,
1048.5,2.39E-05,,
1049,1.77E-05,,
1049.5,1.98E-05,,
1050,1.54E-05,,
1050.5,1.33E-05,,
1051,1.45E-05,,
1051.5,1.82E-05,,
1052,1.93E-05,,
1052.5,9.26E-06,,
1053,1.76E-05,,
1053.5,3.13E-05,,
1054,2.46E-05,,
1054.5,2.01E-05,,
1055,1.33E-05,,
1055.5,1.87E-05,,
1056,1.61E-05,,
1056.5,2.47E-05,,
1057,2.73E-05,,
1057.5,1.70E-05,,
1058,1.86E-05,,
1058.5,1.43E-05,,
1059,1.86E-05,,
1059.5,2.67E-05,,
1060,1.87E-05,,
1060.5,1.81E-05,,
1061,3.21E-05,,
1061.5,2.98E-05,,
1062,1.40E-05,,
1062.5,1.89E-05,,
1063,1.60E-05,,
1063.5,2.32E-05,,
1064,1.79E-05,,
1064.5,2.26E-05,,
1065,2.57E-05,,
1065.5,2.73E-05,,
1066,2.41E-05,,
1066.5,2.73E-05,,
1067,2.13E-05,,
1067.5,2.03E-05,,
1068,1.73E-05,,
1068.5,1.91E-05,,
1069,1.59E-05,,
1069.5,1.48E-05,,
1070,1.88E-05,,
1070.5,1.79E-05,,
1071,2.23E-05,,
1071.5,2.40E-05,,
1072,2.23E-05,,
1072.5,1.97E-05,,
1073,2.10E-05,,
1073.5,2.23E-05,,
1074,1.98E-05,,
1074.5,2.75E-05,,
1075,2.11E-05,,
1075.5,1.80E-05,,
1076,2.32E-05,,
1076.5,1.29E-05,,
1077,2.27E-05,,
1077.5,2.72E-05,,
1078,2.34E-05,,
1078.5,2.02E-05,,
1079,1.71E-05,,
1079.5,1.77E-05,,
1080,3.49E-05,,
1080.5,2.98E-05,,
1081,3.02E-05,,
1081.5,2.17E-05,,
1082,2.65E-05,,
1082.5,3.51E-05,,
1083,1.55E-05,,
1083.5,2.35E-05,,
1084,2.43E-05,,
1084.5,2.21E-05,,
1085,1.53E-05,,
1085.5,1.83E-05,,
1086,2.59E-05,,
1086.5,2.46E-05,,
1087,1.82E-05,,
1087.5,1.84E-05,,
1088,2.57E-05,,
1088.5,2.10E-05,,
1089,1.25E-05,,
1089.5,1.16E-05,,
1090,1.78E-05,,
1090.5,1.78E-05,,
1091,1.60E-05,,
1091.5,1.57E-05,,
1092,2.21E-05,,
1092.5,2.56E-05,,
1093,2.60E-05,,
1093.5,1.52E-05,,
1094,1.55E-05,,
1094.5,1.67E-05,,
1095,1.39E-05,,
1095.5,2.38E-05,,
1096,2.52E-05,,
1096.5,1.67E-05,,
1097,1.16E-05,,
1097.5,1.47E-05,,
1098,1.90E-05,,
1098.5,1.95E-05,,
1099,2.13E-05,,
1099.5,1.82E-05,,
1100,1.39E-05,,
1100.5,1.45E-05,,
1101,1.53E-05,,
1101.5,1.97E-05,,
1102,1.62E-05,,
1102.5,1.44E-05,,
1103,2.44E-05,,
1103.5,2.80E-05,,
1104,1.77E-05,,
1104.5,1.81E-05,,
1105,2.03E-05,,
1105.5,2.53E-05,,
1106,2.61E-05,,
1106.5,2.66E-05,,
1107,2.34E-05,,
1107.5,1.81E-05,,
1108,1.38E-05,,
1108.5,1.29E-05,,
1109,1.28E-05,,
1109.5,2.29E-05,,
1110,2.71E-05,,
1110.5,2.27E-05,,
1111,2.57E-05,,
1111.5,2.11E-05,,
1112,2.13E-05,,
1112.5,1.57E-05,,
1113,1.24E-05,,
1113.5,1.25E-05,,
1114,1.88E-05,,
1114.5,2.22E-05,,
1115,1.68E-05,,
1115.5,1.95E-05,,
1116,1.69E-05,,
1116.5,1.54E-05,,
1117,3.07E-05,,
1117.5,2.31E-05,,
1118,1.74E-05,,
1118.5,1.65E-05,,
1119,1.27E-05,,
1119.5,1.37E-05,,
1120,1.79E-05,,
1120.5,1.28E-05,,
1121,1.52E-05,,
1121.5,1.69E-05,,
1122,2.28E-05,,
1122.5,1.89E-05,,
1123,2.24E-05,,
1123.5,2.35E-05,,
1124,1.65E-05,,
1124.5,1.24E-05,,
1125,2.11E-05,,
1125.5,2.47E-05,,
1126,1.63E-05,,
1126.5,1.55E-05,,
1127,1.39E-05,,
1127.5,1.88E-05,,
1128,2.17E-05,,
1128.5,1.85E-05,,
1129,1.36E-05,,
1129.5,1.86E-05,,
1130,2.26E-05,,
1130.5,2.17E-05,,
1131,2.78E-05,,
1131.5,2.24E-05,,
1132,1.69E-05,,
1132.5,1.21E-05,,
1133,1.03E-05,,
1133.5,1.05E-05,,
1134,1.05E-05,,
1134.5,1.61E-05,,
1135,1.55E-05,,
1135.5,1.77E-05,,
1136,7.05E-06,,
1136.5,1.19E-05,,
1137,1.63E-05,,
1137.5,1.89E-05,,
1138,1.63E-05,,
1138.5,1.33E-05,,
1139,2.45E-05,,
1139.5,4.17E-05,,
1140,2.30E-05,,
1140.5,1.48E-05,,
1141,1.94E-05,,
1141.5,1.93E-05,,
1142,2.23E-05,,
1142.5,1.62E-05,,
1143,1.21E-05,,
1143.5,1.92E-05,,
1144,1.76E-05,,
1144.5,1.56E-05,,
1145,1.38E-05,,
1145.5,1.20E-05,,
1146,1.67E-05,,
1146.5,1.89E-05,,
1147,1.24E-05,,
1147.5,1.41E-05,,
1148,2.26E-05,,
1148.5,2.23E-05,,
1149,2.76E-05,,
1149.5,2.19E-05,,
1150,1.38E-05,,
